Sort	Tangraph	Unicode	LFW2008	LFW1997	Simple	Complex	Class	Rhyme	Tone	Subrhyme	Initial	Medial	Vowel	Cycle	Nasal/w	Prime	Grade	Variant	Notes
4755	𗑈	U+17448	L4750	L4750	dzy	2dzyq4	VI	72	2	61	dz		y	q			IV		
4756	𗑗	U+17457	L4751	L4751	se	1se1	VI	34	1	33	s		e				I		
4757	𗒪	U+174AA	L4752	L4752	va	2vaq1	II	66	2	56	v		a	q			I		
4758	𗑦	U+17466	L4753	L4753	shwyr	1shwyr3	VII	92	1	86	sh	w	y	r			III		
4759	𗓜	U+174DC	L4754	L4754	khor	1khor'4	V	103	1	95	kh		o	r		'	IV		
4760	𘖤	U+185A4	L4755	L4755	khe	1khe'2	V	39	1	38	kh		e			'	II		
4761	𗬹	U+17B39	L4756	L4756	len	2len4	IX	43	2	37	l		e		n		IV		
4762	𗭄	U+17B44	L4757	L4757	ten	1tenq4	III	65	1	62	t		e	q	n		IV		
4763	𗑵	U+17475	L4758	L4758	tsy	1tsy4	VI	31	1	30	ts		y				IV		
4764	𗑊	U+1744A	L4759	L4759	nga	2nga1	V	17	2	14	ng		a				I		
4765	𗐹	U+17439	L4760	L4760	an	1an1	VIII	25	1	24	Ø		a		n		I		
4766	𗐭	U+1742D	L4761	L4761	shwa	1shwa3	VII	19	1	19	sh	w	a				III		
4767	𗓓	U+174D3	L4762	L4762	chhe	1chhe3	VII	36	1	35	chh		e				III		
4768	𗒋	U+1748B	L4763	L4763	shon	1shon2	VII	57	1	55	sh		o		n		II		
4769	𘖟	U+1859F	L4764	L4764	bi	1biq1	I	68	1	65	b		i	q			I		
4770	𗬸	U+17B38	L4765	L4765	na	2na'2	III	23	2	20	n		a			'	II		
4771	𘁖	U+18056	L4766	L4766	by	2by1	I	28	2	25	b		y				I		
4772	𗑸	U+17478	L4767	L4767	ghwe	1ghwe1	VIII	34	1	33	gh	w	e				I		
4773	𗑒	U+17452	L4768	L4768	shwa	1shwa3	VII	19	1	19	sh	w	a				III		
4774	𗑰	U+17470	L4769	L4769	tshe	1tshe1	VI	34	1	33	tsh		e				I		
4775	𗬷	U+17B37	L4770	L4770	norn	2norn4	III	98	2	83	n		o	r	n		IV		
4776	𗬿	U+17B3F	L4771	L4771	nir	2nir1	III	82	2	71	n		i	r			I		
4777	𗬼	U+17B3C	L4772	L4772	yr	2yr4	VIII	92	2	77	Ø		y	r			IV		
4778	𗬾	U+17B3E	L4773	L4773	lu	2luq3	IX	62	2	52	l		u	q			III		
4779	𗭃	U+17B43	L4774	L4774	hon	2hon4	VIII	58	2	49	h		o		n		IV		
4780	𗐪	U+1742A	L4775	L4775	khon	2khon2	V	57	2	48	kh		o		n		II		
4781	𗓙	U+174D9	L4776	L4776	py	1pyq1	I	71	1	68	p		y	q			I		
4782	𘞧	U+187A7	L4777	L4777	lhew	2lhew'1	IX	48	2	41	lh		e		w	'	I		
4783	𗒹	U+174B9	L4778	L4778	sha	1shaq3	VII	67	1	64	sh		a	q			III		
4784	𘖈	U+18588	L4779	L4779	len	2len3	IX	43	2	37	l		e		n		III		
4785	𘖠	U+185A0	L4780	L4780	kyr	1kyr2	V	91	1	85	k		y	r			II		
4786	𘗅	U+185C5	L4781	L4781	tshi	2tshi1	VI	8	2	7	tsh		i				I		
4787	𗭂	U+17B42	L4782	L4782	so	2so1	VI	51	2	42	s		o				I		
4788	𗔕	U+17515	L4783	L4783	nir	2nir4	III	84	2	72	n		i	r			IV		
4789	𗓘	U+174D8	L4784	L4784	hen	1hen4	VIII	43	1	42	h		e		n		IV		
4790	𗔐	U+17510	L4785	L4785	nu	2nuq4	III	62	2	52	n		u	q			IV		
4791	𗔏	U+1750F	L4786	L4786	lwu	2lwuq1	IX	61	2	51	l	w	u	q			I		
4792	𘖩	U+185A9	L4787	L4787	ko	2ko'1	V	54	2	45	k		o			'	I		
4793	𗑐	U+17450	L4788	L4788	lew	2lew1	IX	44	2	38	l		e		w		I		
4794	𗑺	U+1747A	L4789	L4789	nu	1nu4	III	3	1	3	n		u				IV		
4795	𗓲	U+174F2	L4790	L4790	bo	1bo1	I	51	1	49	b		o				I		
4796	𗒻	U+174BB	L4791	L4791	kur	2kur4	V	81	2	70	k		u	r			IV		
4797	𗓪	U+174EA	L4792	L4792	swin	1swin4	VI	16	1	16	s	w	i		n		IV		
4798	𗬺	U+17B3A	L4793	L4793	rar	2rar1	IX	85	2	73	r		a	r			I		
4799	𗐺	U+1743A	L4794	L4794	min	1min1	I	15	1	15	m		i		n		I		
4800	𗐫	U+1742B	L4795	L4795	ve	2ve1	II	34	2	30	v		e				I		
4801	𗑛	U+1745B	L4796	L4796	zyr	1zyr4	IX	92	1	86	z		y	r			IV		
4802	𘝞	U+1875E	L4797	L4797	wyr	2wyr4	VIII	92	2	77	Ø	w	y	r			IV		
4803	𗑑	U+17451	L4798	L4798	mor	1mor2	I	96	1	90	m		o	r			II		
4804	𗑬	U+1746C	L4799	L4799	dzu	1dzu1	VI	1	1	1	dz		u				I		
4805	𗔑	U+17511	L4800	L4800	ka	2kaq1	V	66	2	56	k		a	q			I		
4806	𗒺	U+174BA	L4801	L4801	tshew	2tshew1	VI	44	2	38	tsh		e		w		I	L1060	
4807	𘎒	U+18392	L4802	L4802	chhwew	2chhwew3	VII	46	2	40	chh	w	e		w		III		
4808	𗐵	U+17435	L4803	L4803	li	2li3	IX	10	2	9	l		i				III		
4809	𗐸	U+17438	L4804	L4804	se	1se1	VI	34	1	33	s		e				I		
4810	𗑶	U+17476	L4805	L4805	zew	2zew1	IX	44	2	38	z		e		w		I		
4811	𗑽	U+1747D	L4806	L4806	kha	2kha4	V	20	2	17	kh		a				IV		
4812	𗒯	U+174AF	L4807	L4807	khi	1khi4	V	11	1	11	kh		i				IV		
4813	𗒼	U+174BC	L4808	L4808	khwe	1khweq2	V	63	1	60	kh	w	e	q			II		
4814	𗓩	U+174E9	L4809	L4809	ben	1ben1	I	41	1	40	b		e		n		I		
4815	𗓏	U+174CF	L4810	L4810	ji	0ji?	VII	?	0	?	j		i				?		
4816	𗒛	U+1749B	L4811	L4811	u	2uq1	VIII	61	2	51	Ø		u	q			I		
4817	𘁒	U+18052	L4812	L4812	ror	2ror4	IX	96	2	81	r		o	r			IV		
4818	𘖪	U+185AA	L4813	L4813	kyr	1kyr2	V	91	1	85	k		y	r			II		
4819	𘖯	U+185AF	L4814	L4814	ryr	2ryr4	IX	92	2	77	r		y	r			IV		
4820	𘖼	U+185BC	L4815	L4815	van	2van2	II	26	2	23	v		a		n		II		
4821	𘖽	U+185BD	L4816	L4816	?	0???	?	?	0	?	?		?				?		
4822	𘖹	U+185B9	L4817	L4817	lhy	0lhy1	IX	28	0	?	lh		y				I		
4823	𗑖	U+17456	L4818	L4818	ngwir	1ngwir1	V	82	1	77	ng	w	i	r			I		
4824	𗑆	U+17446	L4819	L4819	ty	1ty'4	III	33	1	32	t		y			'	IV		
4825	𗑇	U+17447	L4820	L4820	ma	1maq1	I	66	1	63	m		a	q			I		
4826	𗔜	U+1751C	L4821	L4821	lwen	1lwen1	IX	41	1	40	l	w	e		n		I		
4827	𗒡	U+174A1	L4822	L4822	dzwy	2dzwy4	VI	31	2	28	dz	w	y				IV		
4828	𗒮	U+174AE	L4823	L4823	kha	1kha'3	V	21	1	21	kh		a			'	III		Grade III k-!
4829	𗓭	U+174ED	L4824	L4824	lwe	1lwe1	IX	34	1	33	l	w	e				I		
4830	𗒾	U+174BE	L4825	L4825	mi	2mi1	I	8	2	7	m		i				I		
4831	𗓍	U+174CD	L4826	L4826	sha	2sha'2	VII	23	2	20	sh		a			'	II		
4832	𘎐	U+18390	L4827	L4827	che	2cheq2	VII	63	2	53	ch		e	q			II		
4833	𗒔	U+17494	L4828	L4828	ngon	2ngon2	V	57	2	48	ng		o		n		II		
4834	𗔯	U+1752F	L4829	L4829	dzi	1dzi4	VI	11	1	11	dz		i				IV		
4835	𗔗	U+17517	L4830	L4830	sha	2sha'3	VII	21	2	18	sh		a			'	III		
4836	𗑔	U+17454	L4831	L4831	my	2my1	I	28	2	25	m		y				I		
4837	𗓔	U+174D4	L4832	L4832	tshe	1tshe4	VI	37	1	36	tsh		e				IV		
4838	𗔚	U+1751A	L4833	L4833	phy	2phy1	I	28	2	25	ph		y				I		
4839	𗔰	U+17530	L4834	L4834	nu	2nuq4	III	62	2	52	n		u	q			IV		
4840	𗔹	U+17539	L4835	L4835	er	1er4	VIII	79	1	74	Ø		e	r			IV		
4841	𗒧	U+174A7	L4836	L4836	gha	1ghaq1	VIII	66	1	63	gh		a	q			I		
4842	𗒓	U+17493	L4837	L4837	chha	1chha2	VII	18	1	18	chh		a				II		
4843	𗓴	U+174F4	L4838	L4838	phy	2phy1	I	28	2	25	ph		y				I		
4844	𗔆	U+17506	L4839	L4839	so	1so4	VI	53	1	51	s		o				IV		
4845	𗔧	U+17527	L4840	L4840	su	2su4	VI	3	2	3	s		u				IV		
4846	𘗐	U+185D0	L4841	L4841	de	2de4	III	37	2	33	d		e				IV		
4847	𗐰	U+17430	L4842	L4842	phy	2phy1	I	28	2	25	ph		y				I		
4848	𗐷	U+17437	L4843	L4843	sy	1syq4	VI	72	1	69	s		y	q			IV		
4849	𗒝	U+1749D	L4844	L4844	min	1min4	I	16	1	16	m		i		n		IV		
4850	𗒿	U+174BF	L4845	L4845	lu	1lu1	IX	1	1	1	l		u				I		
4851	𘖮	U+185AE	L4846	L4846	khu	1khu'4	V	7	1	7	kh		u			'	IV		
4852	𗓼	U+174FC	L4847	L4847	ngwi	2ngwi1	V	8	2	7	ng	w	i				I		
4853	𗑙	U+17459	L4848	L4848	ghan	1ghan1	VIII	25	1	24	gh		a		n		I		
4854	𗒩	U+174A9	L4849	L4849	nu	1nu4	III	3	1	3	n		u				IV		
4855	𗓎	U+174CE	L4850	L4850	lwu	1lwuq1	IX	61	1	58	l	w	u	q			I		
4856	𗔄	U+17504	L4851	L4851	ba	2ba2	I	18	2	15	b		a				II		
4857	𗔾	U+1753E	L4852	L4852	khy	1khy2	V	29	1	28	kh		y				II		
4858	𗑚	U+1745A	L4853	L4853	gar	1gar'1	V	88	1	83	g		a	r		'	I		
4859	𗑭	U+1746D	L4854	L4854	nwy	2nwy4	III	31	2	28	n	w	y				IV		
4860	𘂪	U+180AA	L4855	L4855	dze	2dze4	VI	37	2	33	dz		e				IV		
4861	𗇛	U+171DB	L4856	L4856	te	2te4	III	37	2	33	t		e				IV		
4862	𗐻	U+1743B	L4857	L4857	y	2y4	VIII	31	2	28	Ø		y				IV		
4863	𗐼	U+1743C	L4858	L4858	jwa	1jwa'3	VII	21	1	21	j	w	a			'	III		
4864	𘛵	U+186F5	L4859	L4859	to	2to1	III	51	2	42	t		o				I		
4865	𘑘	U+18458	L4860	L4860	shi	1shi3	VII	10	1	10	sh		i				III		
4866	𘝨	U+18768	L4861	L4861	zo	2zoq4	IX	75	2	64	z		o	q			IV		
4867	𗒄	U+17484	L4862	L4862	la	2la'3	IX	21	2	18	l		a			'	III	L4951	
4868	𗑤	U+17464	L4863	L4863	ghwa	1ghwa1	VIII	17	1	17	gh	w	a				I	L4943	
4869	𗓤	U+174E4	L4864	L4864	je	2je3	VII	36	2	32	j		e				III	L4944	
4870	𗐳	U+17433	L4865	L4865	che	1che3	VII	36	1	35	ch		e				III		
4871	𗑌	U+1744C	L4866	L4866	ke	1ke2	V	35	1	34	k		e				II		
4872	𗒅	U+17485	L4867	L4867	shyr	1shyr3	VII	92	1	86	sh		y	r			III		
4873	𗑩	U+17469	L4868	L4868	gi	2gi'4	V	14	2	12	g		i			'	IV		
4874	𗓉	U+174C9	L4869	L4869	ky	1ky4	V	31	1	30	k		y				IV		
4875	𗒒	U+17492	L4870	L4870	mi	2mi1	I	8	2	7	m		i				I		
4876	𘑗	U+18457	L4871	L4871	ngyr	1ngyr1	V	90	1	84	ng		y	r			I		
4877	𗯦	U+17BE6	L4872	L4872	len	2len3	IX	43	2	37	l		e		n		III		
4878	𘖇	U+18587	L4873	L4873	len	2len3	IX	43	2	37	l		e		n		III		
4879	𘞤	U+187A4	L4874	L4874	lon	2lon1	IX	56	2	47	l		o		n		I		
4880	𘁐	U+18050	L4875	L4875	bu	2bu4	I	3	2	3	b		u				IV		
4881	𘎋	U+1838B	L4876	L4876	jy	1jy3	VII	30	1	29	j		y				III		
4882	𘖥	U+185A5	L4877	L4877	tswar	1tswar1	VI	85	1	80	ts	w	a	r			I		
4883	𘗍	U+185CD	L4878	L4878	lhu	1lhuq4	IX	62	1	59	lh		u	q			IV		
4884	𘖶	U+185B6	L4879	L4879	ngyr	1ngyr1	V	90	1	84	ng		y	r			I		
4885	𘗊	U+185CA	L4880	L4880	ryr	2ryr1	IX	90	2	76	r		y	r			I		
4886	𘛖	U+186D6	L4881	L4881	zhyr	1zhyr3	IX	92	1	86	zh		y	r			III		
4887	𘟛	U+187DB	L4882	L4882	zhyr	1zhyr3	IX	92	1	86	zh		y	r			III		
4888	𗔻	U+1753B	L4883	L4883	ar	2ar4	VIII	87	2	74	Ø		a	r			IV		
4889	𗐱	U+17431	L4884	L4884	ni	2ni4	III	11	2	10	n		i				IV		
4890	𗒖	U+17496	L4885	L4885	jy	0jyq3	VII	72	0	?	j		y	q			III		
4891	𗑥	U+17465	L4886	L4886	che	1che3	VII	36	1	35	ch		e				III		
4892	𗒀	U+17480	L4887	L4887	tshwew	1tshwew1	VI	44	1	43	tsh	w	e		w		I		
4893	𗔂	U+17502	L4888	L4888	tsi	1tsi4	VI	11	1	11	ts		i				IV		
4894	𘎆	U+18386	L4889	L4889	jwy	1jwy4	VII	31	1	30	j	w	y				IV		Grade IV j-!
4895	𘎍	U+1838D	L4890	L4890	chhwew	2chhwew3	VII	46	2	40	chh	w	e		w		III		
4896	𘖦	U+185A6	L4891	L4891	ta	2taq1	III	66	2	56	t		a	q			I		
4897	𗔪	U+1752A	L4892	L4892	kwe	1kweq2	V	63	1	60	k	w	e	q			II		
4898	𗓢	U+174E2	L4893	L4893	vy	1vy3	II	30	1	29	v		y				III		
4899	𗔘	U+17518	L4894	L4894	mo	1mo4	I	53	1	51	m		o				IV		
4900	𗒕	U+17495	L4895	L4895	lwe	1lweq3	IX	64	1	61	l	w	e	q			III		
4901	𗔨	U+17528	L4896	L4896	chy	2chy2	VII	29	2	26	ch		y				II		
4902	𘖨	U+185A8	L4897	L4897	lon	1lon3	IX	58	1	56	l		o		n		III		
4903	𘗌	U+185CC	L4898	L4898	zir	2zir4	IX	84	2	72	z		i	r			IV		
4904	𗔤	U+17524	L4899	L4899	kwi	1kwi2	V	9	1	9	k	w	i				II		
4905	𗔩	U+17529	L4900	L4900	ghe	2gheq2	VIII	63	2	53	gh		e	q			II		
4906	𗑮	U+1746E	L4901	L4901	dy	2dy4	III	31	2	28	d		y				IV		
4907	𗑾	U+1747E	L4902	L4902	ngwu	1ngwu'1	V	5	1	5	ng	w	u			'	I		
4908	𗒳	U+174B3	L4903	L4903	khu	1khu1	V	1	1	1	kh		u				I		
4909	𗔦	U+17526	L4904	L4904	mer	2mer4	I	79	2	68	m		e	r			IV		
4910	𗒷	U+174B7	L4905	L4905	rar	2rar4	IX	87	2	74	r		a	r			IV		
4911	𗔛	U+1751B	L4906	L4906	gwi	2gwi4	V	11	2	10	g	w	i				IV		
4912	𗔢	U+17522	L4907	L4907	ti	1tiq4	III	70	1	67	t		i	q			IV		
4913	𘖫	U+185AB	L4908	L4908	by	1by1	I	28	1	27	b		y				I		
4914	𘖺	U+185BA	L4909	L4909	nu	1nu1	III	1	1	1	n		u				I		
4915	𗓝	U+174DD	L4910	L4910	ve	2ve1	II	34	2	30	v		e				I		
4916	𘁕	U+18055	L4911	L4911	bu	2bu4	I	3	2	3	b		u				IV		
4917	𘎊	U+1838A	L4912	L4912	dzi	1dzi3	VI	10	1	10	dz		i				III		Grade III dz-!
4918	𗓿	U+174FF	L4913	L4913	rir	2rir4	IX	84	2	72	r		i	r			IV		
4919	𗓹	U+174F9	L4914	L4914	lwe	1lweq3	IX	64	1	61	l	w	e	q			III		
4920	𗔡	U+17521	L4915	L4915	ly	1lyq3	IX	72	1	69	l		y	q			III		
4921	𗔼	U+1753C	L4916	L4916	ghwe	1ghwe1	VIII	34	1	33	gh	w	e				I		
4922	𘗆	U+185C6	L4917	L4917	tshu	1tshu1	VI	1	1	1	tsh		u				I		
4923	𗔞	U+1751E	L4918	L4918	myr	1myr4	I	92	1	86	m		y	r			IV		
4924	𘗄	U+185C4	L4919	L4919	dzon	1dzon1	VI	56	1	54	dz		o		n		I		
4925	𗒵	U+174B5	L4920	L4920	kwa	1kwa1	V	17	1	17	k	w	a				I		
4926	𗐾	U+1743E	L4921	L4921	swin	1swin1	VI	15	1	15	s	w	i		n		I		
4927	𗓦	U+174E6	L4922	L4922	dwu	2dwu'1	III	5	2	5	d	w	u			'	I		
4928	𗒥	U+174A5	L4923	L4923	on	2on4	VIII	58	2	49	Ø		o		n		IV		
4929	𗑿	U+1747F	L4924	L4924	la	2la'3	IX	21	2	18	l		a			'	III		
4930	𗒇	U+17487	L4925	L4925	nwew	1nwew1	III	44	1	43	n	w	e		w		I		
4931	𗑨	U+17468	L4926	L4926	ngon	2ngon2	V	57	2	48	ng		o		n		II		
4932	𗓵	U+174F5	L4927	L4927	er	2er4	VIII	79	2	68	Ø		e	r			IV		
4933	𘎇	U+18387	L4928	L4928	pon	1pon1	I	56	1	54	p		o		n		I		
4934	𘎈	U+18388	L4929	L4929	jy	1jy3	VII	30	1	29	j		y				III		
4935	𘖢	U+185A2	L4930	L4930	gi	1gi4	V	11	1	11	g		i				IV		
4936	𗑀	U+17440	L4931	L4931	ji	0ji?	VII	?	0	?	j		i				?		
4937	𗒰	U+174B0	L4932	L4932	rir	2rir4	IX	84	2	72	r		i	r			IV		
4938	𗐬	U+1742C	L4933	L4933	ky	4ky1	V	28	4	25	k		y				I		
4939	𗓟	U+174DF	L4934	L4934	ngwyr	1ngwyr1	V	90	1	84	ng	w	y	r			I		
4940	𘖧	U+185A7	L4935	L4935	gha	1gha1	VIII	17	1	17	gh		a				I		
4941	𗔈	U+17508	L4936	L4936	chan	1chan2	VII	26	1	25	ch		a		n		II		
4942	𗓥	U+174E5	L4937	L4937	shon	2shon2	VII	57	2	48	sh		o		n		II		
4943	𗓧	U+174E7	L4938	L4938	gha	1gha1	VIII	17	1	17	gh		a				I		
4944	𗐿	U+1743F	L4939	L4939	ngwi	2ngwi1	V	8	2	7	ng	w	i				I		
4945	𗒑	U+17491	L4940	L4940	y	2y4	VIII	31	2	28	Ø		y				IV		
4946	𗑧	U+17467	L4941	L4941	to	1toq4	III	75	1	72	t		o	q			IV		
4947	𗑎	U+1744E	L4942	L4942	sy	2sy'4	VI	33	2	29	s		y			'	IV		
4948	𗑣	U+17463	L4943	L4943	ghwa	1ghwa1	VIII	17	1	17	gh	w	a				I		
4949	𗓣	U+174E3	L4944	L4944	je	2je3	VII	36	2	32	j		e				III		
4950	𗔒	U+17512	L4945	L4945	vy	1vy1	II	28	1	27	v		y				I		
4951	𘖆	U+18586	L4946	L4946	len	2len3	IX	43	2	37	l		e		n		III		
4952	𗇚	U+171DA	L4947	L4947	shy	1shy3	VII	30	1	29	sh		y				III		
4953	𘛙	U+186D9	L4948	L4948	li	2li3	IX	10	2	9	l		i				III		
4954	𗒸	U+174B8	L4949	L4949	ly	1ly1	IX	28	1	27	l		y				I		
4955	𗑠	U+17460	L4950	L4950	rir	2rir4	IX	84	2	72	r		i	r			IV		
4956	𗒃	U+17483	L4951	L4951	la	2la'3	IX	21	2	18	l		a			'	III		
4957	𗔙	U+17519	L4952	L4952	chhi	1chhi'3	VII	14	1	14	chh		i			'	III		
4958	𗔁	U+17501	L4953	L4953	si	2si4	VI	11	2	10	s		i				IV		
4959	𗑕	U+17455	L4954	L4954	ji	2ji3	IV	10	2	9	j		i				III		Grade III n-!
4960	𗒌	U+1748C	L4955	L4955	ly	1ly'3	IX	33	1	32	l		y			'	III		
4961	𗔌	U+1750C	L4956	L4956	zi	2ziq4	IX	70	2	60	z		i	q			IV		
4962	𗓺	U+174FA	L4957	L4957	vy	1vy1	II	28	1	27	v		y				I		
4963	𗔮	U+1752E	L4958	L4958	ngon	2ngon2	V	57	2	48	ng		o		n		II		
4964	𗔃	U+17503	L4959	L4959	chi	2chi3	VII	10	2	9	ch		i				III		
4965	𗓫	U+174EB	L4960	L4960	phu	1phu1	I	1	1	1	ph		u				I		
4966	𗔓	U+17513	L4961	L4961	?	0???	IX	?	0	?	?		?				?		
4967	𗔬	U+1752C	L4962	L4962	vi	2vi1	II	8	2	7	v		i				I		
4968	𗔵	U+17535	L4963	L4963	ku	1kuq4	V	62	1	59	k		u	q			IV		
4969	𘁑	U+18051	L4964	L4964	bo	1bo'2	I	55	1	53	b		o			'	II		
4970	𘁓	U+18053	L4965	L4965	bu	2bu4	I	3	2	3	b		u				IV		
4971	𘗃	U+185C3	L4966	L4966	vi	1viq1	II	68	1	65	v		i	q			I		
4972	𘗉	U+185C9	L4967	L4967	ran	2ran1	IX	25	2	22	r		a		n		I		r- outside r-cycle!
4973	𗓇	U+174C7	L4968	L4968	ky	2ky2	V	29	2	26	k		y				II		
4974	𗒶	U+174B6	L4969	L4969	jwa	1jwa3	VII	19	1	19	j	w	a				III		
4975	𗒜	U+1749C	L4970	L4970	jwa	1jwa3	VII	19	1	19	j	w	a				III		
4976	𗒱	U+174B1	L4971	L4971	shwi	1shwi3	VII	10	1	10	sh	w	i				III		
4977	𗒲	U+174B2	L4972	L4972	chi	1chi2	VII	9	1	9	ch		i				II		
4978	𗒁	U+17481	L4973	L4973	dzu	1dzu3	VI	2	1	2	dz		u				III		Grade III dz-!
4979	𗑳	U+17473	L4974	L4974	na	2na'1	III	22	2	19	n		a			'	I		
4980	𗒦	U+174A6	L4975	L4975	na	2na'1	III	22	2	19	n		a			'	I		
4981	𗓑	U+174D1	L4976	L4976	wer	2wer1	VIII	77	2	66	Ø	w	e	r			I		
4982	𗓒	U+174D2	L4977	L4977	dzu	1dzu3	VI	2	1	2	dz		u				III		Grade III dz-!
4983	𗓱	U+174F1	L4978	L4978	te	1te4	III	37	1	36	t		e				IV		
4984	𗔋	U+1750B	L4979	L4979	bon	1bon1	I	56	1	54	b		o		n		I		
4985	𗑲	U+17472	L4980	L4980	chhew	1chhew'3	VII	49	1	47	chh		e		w	'	III		
4986	𗔉	U+17509	L4981	L4981	chhon	1chhon'2	VII	59	1	57	chh		o		n	'	II		
4987	𗓬	U+174EC	L4982	L4982	ver	2ver1	II	77	2	66	v		e	r			I		
4988	𘎑	U+18391	L4983	L4983	zha	2zha3	IX	19	2	16	zh		a				III		
4989	𗔲	U+17532	L4984	L4984	tshew	2tshew1	VI	44	2	38	tsh		e		w		I		
4990	𗑏	U+1744F	L4985	L4985	tha	2tha1	III	17	2	14	th		a				I		
4991	𗔍	U+1750D	L4986	L4986	ngon	2ngon2	V	57	2	48	ng		o		n		II		
4992	𗓕	U+174D5	L4987	L4987	von	1von2	II	57	1	55	v		o		n		II		
4993	𗒴	U+174B4	L4988	L4988	chhwy	1chhwy'3	VII	33	1	32	chh	w	y			'	III		
4994	𗑟	U+1745F	L4989	L4989	vi	1viq3	II	70	1	67	v		i	q			III		
4995	𗓾	U+174FE	L4990	L4990	tshew	2tshew1	VI	44	2	38	tsh		e		w		I		
4996	𗔺	U+1753A	L4991	L4991	li	2li'3	IX	14	2	12	l		i			'	III		
4997	𗒟	U+1749F	L4992	L4992	nwo	2nwo4	III	53	2	44	n	w	o				IV		
4998	𗓂	U+174C2	L4993	L4993	sy	2sy4	VI	31	2	28	s		y				IV		
4999	𗔷	U+17537	L4994	L4994	chon	2chon2	VII	57	2	48	ch		o		n		II		
5000	𘟪	U+187EA	L4995	L4995	shon	1shon3	VII	58	1	56	sh		o		n		III		
5001	𘖸	U+185B8	L4996	L4996	tshu	1tshu4	VI	3	1	3	tsh		u				IV		
5002	𘗏	U+185CF	L4997	L4997	dzwy	1dzwy1	VI	28	1	27	dz	w	y				I		
5003	𗔶	U+17536	L4998	L4998	korn	1korn1	V	97	1	91	k		o	r	n		I		
5004	𘗋	U+185CB	L4999	L4999	ge	1geq4	V	64	1	61	g		e	q			IV		
5005	𘖳	U+185B3	L5000	L5000	gi	1gi4	V	11	1	11	g		i				IV		
5006	𗑍	U+1744D	L5001	L5001	la	2la'3	IX	21	2	18	l		a			'	III		
5007	𗑡	U+17461	L5002	L5002	rir	2rir4	IX	84	2	72	r		i	r			IV		
5008	𗒆	U+17486	L5003	L5003	hwa	2hwa2	VIII	18	2	15	h	w	a				II		
5009	𗒤	U+174A4	L5004	L5004	gur	1gur4	V	81	1	76	g		u	r			IV		
5010	𗒽	U+174BD	L5005	L5005	thu	1thu4	III	3	1	3	th		u				IV		
5011	𗓶	U+174F6	L5006	L5006	lo	2lo1	IX	51	2	42	l		o				I		
5012	𗑯	U+1746F	L5007	L5007	gur	2gur4	V	81	2	70	g		u	r			IV		
5013	𘗎	U+185CE	L5008	L5008	tswu	1tswu4	VI	3	1	3	ts	w	u				IV		
5014	𘎉	U+18389	L5009	L5009	lho	1lho'1	IX	54	1	52	lh		o			'	I		
5015	𘗂	U+185C2	L5010	L5010	tshon	2tshon1	VI	56	2	47	tsh		o		n		I		
5016	𗓊	U+174CA	L5011	L5011	khon	2khon2	V	57	2	48	kh		o		n		II		
5017	𗓞	U+174DE	L5012	L5012	chu	1chu3	VII	2	1	2	ch		u				III		
5018	𘖻	U+185BB	L5013	L5013	chhwa	1chhwa2	VII	18	1	18	chh	w	a				II		
5019	𗇜	U+171DC	L5014	L5014	wya	1wya4	VIII	105	1	97	Ø	w	ya				IV		
5020	𘖜	U+1859C	L5015	L5015	kwi	1kwi4	V	11	1	11	k	w	i				IV		
5021	𗓸	U+174F8	L5016	L5016	na	2na'1	III	22	2	19	n		a			'	I		
5022	𘗈	U+185C8	L5017	L5017	len	2len4	IX	43	2	37	l		e		n		IV		
5023	𗒞	U+1749E	L5018	L5018	na	2na'1	III	22	2	19	n		a			'	I		
5024	𘖵	U+185B5	L5019	L5019	khwu	2khwuq1	V	61	2	51	kh	w	u	q			I		
5025	𗔝	U+1751D	L5020	L5020	kew	2kew2	V	45	2	39	k		e		w		II		
5026	𗔅	U+17505	L5021	L5021	kew	2kew2	V	45	2	39	k		e		w		II		
5027	𗔱	U+17531	L5022	L5022	ly	1ly3	IX	30	1	29	l		y				III		
5028	𘎌	U+1838C	L5023	L5023	chhwew	2chhwew3	VII	46	2	40	chh	w	e		w		III		
5029	𗓆	U+174C6	L5024	L5024	le	1le4	IX	37	1	36	l		e				IV		Grade IV l-!
5030	𗓮	U+174EE	L5025	L5025	ma	2ma4	I	20	2	17	m		a				IV		
5031	𗓁	U+174C1	L5026	L5026	mi	1mi4	I	11	1	11	m		i				IV		
5032	𗓯	U+174EF	L5027	L5027	?	0???	?	?	0	?	?		?				?		
5033	𗓨	U+174E8	L5028	L5028	mi	2miq1	I	68	2	58	m		i	q			I		
5034	𗔊	U+1750A	L5029	L5029	kwon	2kwon1	V	56	2	47	k	w	o		n		I		
5035	𗒐	U+17490	L5030	L5030	ghwe	1ghwe2	VIII	35	1	34	gh	w	e				II		
5036	𗑫	U+1746B	L5031	L5031	by	1by1	I	28	1	27	b		y				I		
5037	𗓌	U+174CC	L5032	L5032	?	0???	VII	?	0	?	?		?				?		
5038	𘖿	U+185BF	L5033	L5033	gwi	1gwi'4	V	14	1	14	g	w	i			'	IV		
5039	𗐽	U+1743D	L5034	L5034	tshon	1tshon1	VI	56	1	54	tsh		o		n		I		
5040	𗒚	U+1749A	L5035	L5035	by	1by1	I	28	1	27	b		y				I		
