LFW,Simple,Complex,Class,Rhyme,Tone,Subrhyme,Initial,Medial,Vowel,Cycle,Nasal/w,Prime,Grade,Variant,Notes
L0394,lhi,2lhiq4,IX,70,2,60,lh,,i,q,,,IV,,
L0395,ngwi,2ngwi1,V,8,2,7,ng,w,i,,,,I,,
L0396,tha,2tha4,III,20,2,17,th,,a,,,,IV,,
L0397,gew,2gew4,V,46,2,40,g,,e,,w,,IV,,
L0398,swo,2swo4,VI,53,2,44,s,w,o,,,,IV,,
L0399,nu,1nu4,III,3,1,3,n,,u,,,,IV,,
L0400,on,2on4,VIII,58,2,49,Ø,,o,,n,,IV,,
L0401,bo,2bo2,I,52,2,43,b,,o,,,,II,,
L0402,cha,1cha3,VII,19,1,19,ch,,a,,,,III,,
L0403,von,1von1,II,56,1,54,v,,o,,n,,I,,
L0404,kan,1kan1,V,25,1,24,k,,a,,n,,I,,
L0405,dzwy,1dzwyq4,VI,72,1,69,dz,w,y,q,,,IV,,
L0406,di,1di4,III,11,1,11,d,,i,,,,IV,,
L0407,dwu,1dwu4,III,3,1,3,d,w,u,,,,IV,,
L0408,by,1by4,I,31,1,30,b,,y,,,,IV,,
L0409,ma,1ma4,I,20,1,20,m,,a,,,,IV,,
L0410,vi,1vi1,II,8,1,8,v,,i,,,,I,,
L0411,chhy,1chhy2,VII,29,1,28,chh,,y,,,,II,,
L0412,ty,2tyq4,III,72,2,61,t,,y,q,,,IV,,
L0413,ar,2ar4,VIII,87,2,74,Ø,,a,r,,,IV,,
L0414,shwe,2shwe3,VII,36,2,32,sh,w,e,,,,III,,
L0415,tsu,1tsu1,VI,1,1,1,ts,,u,,,,I,,
L0416,tsa,1tsa4,VI,20,1,20,ts,,a,,,,IV,,
L0417,khwy,1khwy1,V,28,1,27,kh,w,y,,,,I,,
L0418,hwy,1hwy3,II,30,1,29,h,w,y,,,,III,,Class II h-!
L0419,thu,1thu'1,III,5,1,5,th,,u,,,',I,,
L0420,phan,2phan4,I,27,2,24,ph,,a,,n,,IV,,
L0421,phon,2phon2,I,57,2,48,ph,,o,,n,,II,,
L0422,kir,1kir2,V,83,1,78,k,,i,r,,,II,,
L0423,dwyr,2dwyr1,III,90,2,76,d,w,y,r,,,I,,
L0424,te,2te4,III,37,2,33,t,,e,,,,IV,,
L0425,dwyr,1dwyr1,III,90,1,84,d,w,y,r,,,I,,
L0426,chew,1chew2,VII,45,1,44,ch,,e,,w,,II,,
L0427,e,1e3,VIII,36,1,35,Ø,,e,,,,III,,Grade III Ø-!
L0428,dzu,1dzuq4,VI,62,1,59,dz,,u,q,,,IV,,
L0429,nwo,2nwo4,III,53,2,44,n,w,o,,,,IV,,
L0430,thy,1thyq1,III,71,1,68,th,,y,q,,,I,,
L0431,tsa,1tsa4,VI,20,1,20,ts,,a,,,,IV,,
L0432,swy,2swy4,VI,31,2,28,s,w,y,,,,IV,,
L0433,bu,1bu4,I,3,1,3,b,,u,,,,IV,,
L0434,ghi,1ghiq2,VIII,69,1,66,gh,,i,q,,,II,,
L0435,ka,1kaq4,V,67,1,64,k,,a,q,,,IV,,
L0436,kewr,2kewr4,V,94,2,79,k,,e,r,w,,IV,,
L0437,lwyr,2lwyr1,IX,90,2,76,l,w,y,r,,,I,,
L0438,lu,2lu3,IX,2,2,2,l,,u,,,,III,,
L0439,i,1i3,VIII,10,1,10,Ø,,i,,,,III,,Grade III Ø-!
L0440,ghi,1ghiq2,VIII,69,1,66,gh,,i,q,,,II,,
L0441,swy,1swy4,VI,31,1,30,s,w,y,,,,IV,,
L0442,khen,1khen2,V,42,1,41,kh,,e,,n,,II,,
L0443,jo,1jo3,VII,53,1,51,j,,o,,,,III,,
L0444,chhon,1chhon3,VII,58,1,56,chh,,o,,n,,III,,
L0445,ngwu,2ngwu'1,V,5,2,5,ng,w,u,,,',I,,
L0446,shwe,1shwe3,VII,36,1,35,sh,w,e,,,,III,,
L0447,chhwo,1chhwo3,VII,50,1,48,chh,w,o,,,,III,,
L0448,gy,2gy4,V,31,2,28,g,,y,,,,IV,,
L0449,vi,1vi1,II,8,1,8,v,,i,,,,I,,
L0450,shy,1shy3,VII,30,1,29,sh,,y,,,,III,,
L0451,e,2e4,VIII,37,2,33,Ø,,e,,,,IV,,
L0452,thy,1thyq1,III,71,1,68,th,,y,q,,,I,L0430,
L0453,tsa,1tsa4,VI,20,1,20,ts,,a,,,,IV,L0431,
L0454,ke,2keq2,V,63,2,53,k,,e,q,,,II,,
L0455,dzen,2dzen4,VI,43,2,37,dz,,e,,n,,IV,,
L0456,ta,1taq4,III,67,1,64,t,,a,q,,,IV,,
L0457,shy,1shy3,VII,30,1,29,sh,,y,,,,III,,
L0458,kor,1kor1,V,95,1,89,k,,o,r,,,I,,
L0459,ve,1veq3,II,64,1,61,v,,e,q,,,III,,
L0460,dzu,2dzu1,VI,1,2,1,dz,,u,,,,I,,
L0461,bu,1bu4,I,3,1,3,b,,u,,,,IV,,
L0462,ta,1taq4,III,67,1,64,t,,a,q,,,IV,,
L0463,vi,2vi1,II,8,2,7,v,,i,,,,I,,
L0464,so,2so1,VI,51,2,42,s,,o,,,,I,,
L0465,chen,1chen3,VII,43,1,42,ch,,e,,n,,III,,
L0466,dzu,2dzuq4,VI,62,2,52,dz,,u,q,,,IV,,
L0467,tser,1tser'4,VI,101,1,93,ts,,e,r,,',IV,,
L0468,phon,1phon2,I,57,1,55,ph,,o,,n,,II,,
L0469,mo,2moq4,I,75,2,64,m,,o,q,,,IV,,
L0470,la,1la2,IX,18,1,18,l,,a,,,,II,,
L0471,ge,1ge4,V,37,1,36,g,,e,,,,IV,,
L0472,ryr,2ryr4,IX,92,2,77,r,,y,r,,,IV,,
L0473,don,1don1,III,56,1,54,d,,o,,n,,I,,
L0474,go,2go1,V,51,2,42,g,,o,,,,I,,
L0475,lu,1lu4,IX,3,1,3,l,,u,,,,IV,,Grade IV l-!
L0476,ve,1ve3,II,36,1,35,v,,e,,,,III,,
L0477,zy,1zyq4,IX,72,1,69,z,,y,q,,,IV,,
L0478,sho,1sho'3,VII,55,1,53,sh,,o,,,',III,,
L0479,she,1she'2,VII,39,1,38,sh,,e,,,',II,,
L0480,lha,1lha4,IX,20,1,20,lh,,a,,,,IV,,
L0481,ir,1ir4,VIII,84,1,79,Ø,,i,r,,,IV,,
L0482,dzen,2dzen4,VI,43,2,37,dz,,e,,n,,IV,,
L0483,phy,1phy'4,I,33,1,32,ph,,y,,,',IV,,
L0484,ker,2ker'4,V,101,2,86,k,,e,r,,',IV,,
L0485,swy,2swy4,VI,31,2,28,s,w,y,,,,IV,,
L0486,par,2par1,I,85,2,73,p,,a,r,,,I,,
L0487,swu,2swuq4,VI,62,2,52,s,w,u,q,,,IV,,
L0488,lu,2lu1,IX,1,2,1,l,,u,,,,I,,
L0489,di,2di4,III,11,2,10,d,,i,,,,IV,,
L0490,gi,2giq4,V,70,2,60,g,,i,q,,,IV,,
L0491,lo,2loq3,IX,75,2,64,l,,o,q,,,III,,
L0492,ky,1ky1,V,28,1,27,k,,y,,,,I,,
L0493,sy,2sy4,VI,31,2,28,s,,y,,,,IV,,
L0494,in,1in4,VIII,16,1,16,Ø,,i,,n,,IV,,
L0495,ky,1ky4,V,31,1,30,k,,y,,,,IV,,
L0496,le,1leq3,IX,64,1,61,l,,e,q,,,III,,
L0497,ngewr,2ngewr1,V,93,2,78,ng,,e,r,w,,I,,
L0498,la,1la2,IX,18,1,18,l,,a,,,,II,,
L0499,pi,1piq2,I,69,1,66,p,,i,q,,,II,,
L0500,tsu,1tsuq4,VI,62,1,59,ts,,u,q,,,IV,,
L0501,shwi,1shwi3,VII,10,1,10,sh,w,i,,,,III,,
L0502,zyr,1zyr'4,IX,100,1,92,z,,y,r,,',IV,,
L0503,cha,1cha3,VII,19,1,19,ch,,a,,,,III,,
L0504,len,2lenq3,IX,65,2,55,l,,e,q,n,,III,,
L0505,la,2la1,IX,17,2,14,l,,a,,,,I,,
L0506,dzwy,1dzwy1,VI,28,1,27,dz,w,y,,,,I,,
L0507,lhew,1lhew1,IX,44,1,43,lh,,e,,w,,I,,
L0508,ngwu,2ngwu1,V,1,2,1,ng,w,u,,,,I,,
L0509,thorn,2thorn4,III,98,2,83,th,,o,r,n,,IV,,
L0510,ngwyr,1ngwyr1,V,90,1,84,ng,w,y,r,,,I,,
L0511,kwo,1kwo1,V,51,1,49,k,w,o,,,,I,,
L0512,tsar,1tsar1,VI,85,1,80,ts,,a,r,,,I,,
L0513,du,1du'1,III,5,1,5,d,,u,,,',I,,
L0514,jwy,2jwy4,VII,31,2,28,j,w,y,,,,IV,,Grade IV j-!
L0515,ly,1ly1,IX,28,1,27,l,,y,,,,I,,
L0516,tshe,2tsheq4,VI,64,2,54,tsh,,e,q,,,IV,,
L0517,bi,2bi1,I,8,2,7,b,,i,,,,I,,
L0518,bar,2bar1,I,85,2,73,b,,a,r,,,I,,
L0519,pen,1pen4,I,43,1,42,p,,e,,n,,IV,,
L0520,dze,1dze'1,VI,38,1,37,dz,,e,,,',I,,
L0521,be,1be'2,I,39,1,38,b,,e,,,',II,,
L0522,dzen,1dzen4,VI,43,1,42,dz,,e,,n,,IV,,
L0523,ly,2ly1,IX,28,2,25,l,,y,,,,I,L4565,
L0524,dzu,1dzu3,VI,2,1,2,dz,,u,,,,III,,Grade III dz-!
L0525,chho,2chho3,VII,53,2,44,chh,,o,,,,III,,
L0526,khwy,2khwy4,V,31,2,28,kh,w,y,,,,IV,,
L0527,wa,1waq4,VIII,67,1,64,Ø,w,a,q,,,IV,,
L0528,dzyr,1dzyr4,VI,92,1,86,dz,,y,r,,,IV,,
L0529,ne,1ne4,III,37,1,36,n,,e,,,,IV,,
L0530,chhy,1chhy3,VII,30,1,29,chh,,y,,,,III,,
L0531,zon,2zon1,IX,56,2,47,z,,o,,n,,I,,
L0532,ge,2ge4,V,37,2,33,g,,e,,,,IV,,
L0533,ga,1ga'1,V,22,1,22,g,,a,,,',I,L0555,
L0534,bi,2bi1,I,8,2,7,b,,i,,,,I,L0271,
L0535,she,1she3,VII,36,1,35,sh,,e,,,,III,,
L0536,pha,1pha2,I,18,1,18,ph,,a,,,,II,,
L0537,pa,1pa4,I,20,1,20,p,,a,,,,IV,,
L0538,pa,1pa4,I,20,1,20,p,,a,,,,IV,,
L0539,go,1goq4,V,75,1,72,g,,o,q,,,IV,,
L0540,vir,1vir1,II,82,1,77,v,,i,r,,,I,,
L0541,lu,2lu'3,IX,7,2,6,l,,u,,,',III,,
L0542,shwo,2shwo3,VII,53,2,44,sh,w,o,,,,III,,
L0543,ly,1ly'3,IX,33,1,32,l,,y,,,',III,,
L0544,shy,1shy2,VII,29,1,28,sh,,y,,,,II,,
L0545,jwu,1jwu3,VII,2,1,2,j,w,u,,,,III,,
L0546,u,2u1,VIII,1,2,1,Ø,,u,,,,I,,
L0547,ne,2ne4,III,37,2,33,n,,e,,,,IV,,
L0548,ne,2ne4,III,37,2,33,n,,e,,,,IV,,
L0549,don,2don2,III,57,2,48,d,,o,,n,,II,,
L0550,rar,2rar4,IX,87,2,74,r,,a,r,,,IV,,
L0551,on,2on2,VIII,57,2,48,Ø,,o,,n,,II,,
L0552,lhi,2lhi4,IX,11,2,10,lh,,i,,,,IV,,
L0553,tsi,2tsi4,VI,11,2,10,ts,,i,,,,IV,,
L0554,lhi,2lhi4,IX,11,2,10,lh,,i,,,,IV,,
L0555,ga,1ga'1,V,22,1,22,g,,a,,,',I,,
L0556,le,1leq3,IX,64,1,61,l,,e,q,,,III,,
L0557,ju,1ju3,VII,2,1,2,j,,u,,,,III,,
L0558,ner,1ner4,III,79,1,74,n,,e,r,,,IV,,
L0559,shwon,1shwon3,VII,58,1,56,sh,w,o,,n,,III,,
L0560,kwe,1kwe1,V,34,1,33,k,w,e,,,,I,,
L0561,jo,2jo2,VII,52,2,43,j,,o,,,,II,,
L0562,ja,2ja2,VII,18,2,15,j,,a,,,,II,,
L0563,ta,0ta1,III,17,0,?,t,,a,,,,I,,
L0564,dwar,1dwar4,III,87,1,82,d,w,a,r,,,IV,,
L0565,khy,2khy2,V,29,2,26,kh,,y,,,,II,,
L0566,ku,2ku2,V,4,2,4,k,,u,,,,II,,
L0567,rir,2rir4,IX,84,2,72,r,,i,r,,,IV,,
L0568,lhwe,2lhweq4,IX,64,2,54,lh,w,e,q,,,IV,,
L0569,sy,2sy1,VI,28,2,25,s,,y,,,,I,,
L0570,jo,1jo2,VII,52,1,50,j,,o,,,,II,,
L0571,dzwy,1dzwyq4,VI,72,1,69,dz,w,y,q,,,IV,,
L0572,chen,1chen3,VII,43,1,42,ch,,e,,n,,III,,
L0573,na,1na1,III,17,1,17,n,,a,,,,I,,
L0574,jwy,1jwy4,VII,31,1,30,j,w,y,,,,IV,,Grade IV j-!
L0575,rar,2rar4,IX,87,2,74,r,,a,r,,,IV,,
L0576,kwi,1kwi4,V,11,1,11,k,w,i,,,,IV,,
L0577,ku,1kuq4,V,62,1,59,k,,u,q,,,IV,,
L0578,ni,1ni3,IV,10,1,10,n,,i,,,,III,,Grade III n-!
L0579,by,1by4,I,31,1,30,b,,y,,,,IV,,
L0580,ken,1ken4,V,43,1,42,k,,e,,n,,IV,,
L0581,zwi,1zwi1,IX,8,1,8,z,w,i,,,,I,,
L0582,the,2the4,III,37,2,33,th,,e,,,,IV,,
L0583,tsen,1tsenq4,VI,65,1,62,ts,,e,q,n,,IV,L1362,
L0584,na,1na1,III,17,1,17,n,,a,,,,I,,
L0585,shi,2shiq3,VII,70,2,60,sh,,i,q,,,III,,
L0586,su,2su4,VI,3,2,3,s,,u,,,,IV,,
L0587,ngon,2ngon2,V,57,2,48,ng,,o,,n,,II,,
L0588,tsu,1tsuq4,VI,62,1,59,ts,,u,q,,,IV,,
L0589,by,2by1,I,28,2,25,b,,y,,,,I,,
L0590,zo,2zoq4,IX,75,2,64,z,,o,q,,,IV,,
L0591,khwy,2khwy4,V,31,2,28,kh,w,y,,,,IV,,
L0592,yr,2yr4,VIII,92,2,77,Ø,,y,r,,,IV,,
L0593,ne,2ne4,III,37,2,33,n,,e,,,,IV,,
L0594,lhi,2lhi4,IX,11,2,10,lh,,i,,,,IV,,
L0595,va,1vaq3,II,67,1,64,v,,a,q,,,III,,
L0596,dza,1dza4,VI,20,1,20,dz,,a,,,,IV,,
L0597,ghy,1ghy4,VIII,30,1,29,gh,,y,,,,IV,,
L0598,man,1man1,I,25,1,24,m,,a,,n,,I,,
L0599,hy,2hy1,VIII,28,2,25,h,,y,,,,I,,
L0600,den,1den1,III,41,1,40,d,,e,,n,,I,,
L0601,pi,1piq2,I,69,1,66,p,,i,q,,,II,,
L0602,jy,1jy2,VII,29,1,28,j,,y,,,,II,,
L0603,ta,1ta1,III,17,1,17,t,,a,,,,I,,
L0604,po,1po4,I,53,1,51,p,,o,,,,IV,,
L0605,to,2toq4,III,75,2,64,t,,o,q,,,IV,,
L0606,shwe,1shwe2,VII,35,1,34,sh,w,e,,,,II,,
L0607,myr,1myr4,I,92,1,86,m,,y,r,,,IV,,
L0608,thy,2thyq4,III,72,2,61,th,,y,q,,,IV,,
L0609,zi,1zi4,IX,11,1,11,z,,i,,,,IV,,
L0610,kwy,2kwy1,V,28,2,25,k,w,y,,,,I,,
L0611,myr,1myr4,I,92,1,86,m,,y,r,,,IV,,
L0612,shy,1shy2,VII,29,1,28,sh,,y,,,,II,,
L0613,t?,2t??,III,?,2,?,t,,?,,,,?,,
L0614,rar,2rar1,IX,85,2,73,r,,a,r,,,I,,
L0615,dwewr,2dwewr1,III,93,2,78,d,w,e,r,w,,I,,
L0616,ni,0ni?,III,?,0,?,n,,i,,,,?,,
L0617,jyr,1jyr2,VII,91,1,85,j,,y,r,,,II,,
L0618,tsa,1tsa4,VI,20,1,20,ts,,a,,,,IV,,
L0619,nwi,1nwi4,III,11,1,11,n,w,i,,,,IV,,
L0620,da,2da1,III,17,2,14,d,,a,,,,I,,
L0621,shu,1shuq3,VII,62,1,59,sh,,u,q,,,III,,
L0622,wu,1wu3,VIII,2,1,2,Ø,w,u,,,,III,,Grade III Ø-!
L0623,che,2che3,VII,36,2,32,ch,,e,,,,III,,
L0624,rir,2rir1,IX,82,2,71,r,,i,r,,,I,,
L0625,pu,2pu4,I,3,2,3,p,,u,,,,IV,,
L0626,na,2naq1,III,66,2,56,n,,a,q,,,I,,
L0627,?,0???,?,?,0,?,?,,?,,,,?,,
L0628,da,2daq1,III,66,2,56,d,,a,q,,,I,,
L0629,du,1du2,III,4,1,4,d,,u,,,,II,,
L0630,la,1la1,IX,17,1,17,l,,a,,,,I,,
L0631,ner,1ner4,III,79,1,74,n,,e,r,,,IV,,
L0632,vi,1vi1,II,8,1,8,v,,i,,,,I,,
L0633,chhy,2chhy3,VII,30,2,27,chh,,y,,,,III,,
L0634,le,1leq3,IX,64,1,61,l,,e,q,,,III,,
L0635,ny,1ny4,III,31,1,30,n,,y,,,,IV,,
L0636,lon,2lon1,IX,56,2,47,l,,o,,n,,I,,
L0637,twan,1twan1,III,25,1,24,t,w,a,,n,,I,,
L0638,ne,2ne4,III,37,2,33,n,,e,,,,IV,,
L0639,rar,1rar4,IX,87,1,82,r,,a,r,,,IV,,
L0640,ka,2kaq1,V,66,2,56,k,,a,q,,,I,,
L0641,chon,2chon'3,VII,60,2,50,ch,,o,,n,',III,,
L0642,lon,2lon1,IX,56,2,47,l,,o,,n,,I,,
L0643,o,2o1,VIII,51,2,42,Ø,,o,,,,I,,
L0644,ty,1ty1,III,28,1,27,t,,y,,,,I,,
L0645,wu,2wuq1,VIII,61,2,51,Ø,w,u,q,,,I,,
L0646,li,2li1,IX,8,2,7,l,,i,,,,I,,
L0647,nar,2nar1,III,85,2,73,n,,a,r,,,I,L0187,
L0648,ti,2ti4,III,11,2,10,t,,i,,,,IV,,
L0649,lwu,1lwu4,IX,3,1,3,l,w,u,,,,IV,,Grade IV l-!
L0650,she,2sheq2,VII,63,2,53,sh,,e,q,,,II,,
L0651,ke,1ke2,V,35,1,34,k,,e,,,,II,,
L0652,khy,2khy'4,V,33,2,29,kh,,y,,,',IV,,
L0653,van,2van1,II,25,2,22,v,,a,,n,,I,,
L0654,ngwyr,2ngwyr1,V,90,2,76,ng,w,y,r,,,I,,
L0655,tshe,2tsheq4,VI,64,2,54,tsh,,e,q,,,IV,,
L0656,di,2diq4,III,70,2,60,d,,i,q,,,IV,,
L0657,u,1uq1,VIII,61,1,58,Ø,,u,q,,,I,,
L0658,lhan,1lhan1,IX,25,1,24,lh,,a,,n,,I,,
L0659,phan,1phan1,I,25,1,24,ph,,a,,n,,I,,
L0660,la,2la1,IX,17,2,14,l,,a,,,,I,,
L0661,ngon,2ngon2,V,57,2,48,ng,,o,,n,,II,,
L0662,khy,1khy'4,V,33,1,32,kh,,y,,,',IV,,
L0663,le,1leq2,IX,63,1,60,l,,e,q,,,II,,
L0664,chhew,1chhew3,VII,46,1,45,chh,,e,,w,,III,,
L0665,mi,2miq1,I,68,2,58,m,,i,q,,,I,,
L0666,ni,1ni3,IV,10,1,10,n,,i,,,,III,,Grade III n-!
L0667,kwe,2kwe4,V,37,2,33,k,w,e,,,,IV,,
L0668,lew,2lew1,IX,44,2,38,l,,e,,w,,I,,
L0669,so,2so1,VI,51,2,42,s,,o,,,,I,,
L0670,sy,2sy1,VI,28,2,25,s,,y,,,,I,,
L0671,sa,1sa1,VI,17,1,17,s,,a,,,,I,,
L0672,dzwi,1dzwi4,VI,11,1,11,dz,w,i,,,,IV,,
L0673,thy,2thy1,III,28,2,25,th,,y,,,,I,,
L0674,dew,2dew1,III,44,2,38,d,,e,,w,,I,,
L0675,rir,2rir1,IX,82,2,71,r,,i,r,,,I,,
L0676,ve,1ve3,II,36,1,35,v,,e,,,,III,,
L0677,shwu,1shwu3,VII,2,1,2,sh,w,u,,,,III,,
L0678,gu,1gu1,V,1,1,1,g,,u,,,,I,,
L0679,gi,2gi'4,V,14,2,12,g,,i,,,',IV,,
L0680,chhy,2chhy'3,VII,33,2,29,chh,,y,,,',III,,
L0681,er,1er4,VIII,79,1,74,Ø,,e,r,,,IV,,
L0682,khwy,1khwy4,V,31,1,30,kh,w,y,,,,IV,,
L0683,ha,1ha2,VIII,18,1,18,h,,a,,,,II,,
L0684,be,1beq2,I,63,1,60,b,,e,q,,,II,,
L0685,nga,2ngaq1,V,66,2,56,ng,,a,q,,,I,,
L0686,vi,2vi1,II,8,2,7,v,,i,,,,I,,
L0687,pen,2penq4,I,65,2,55,p,,e,q,n,,IV,,
L0688,ve,1veq3,II,64,1,61,v,,e,q,,,III,,
L0689,vir,1vir1,II,82,1,77,v,,i,r,,,I,,
L0690,vur,1vur1,II,80,1,75,v,,u,r,,,I,,
L0691,ba,2ba2,I,18,2,15,b,,a,,,,II,,
L0692,mi,2miq1,I,68,2,58,m,,i,q,,,I,,
L0693,la,1laq3,IX,67,1,64,l,,a,q,,,III,,
L0694,my,2my4,I,31,2,28,m,,y,,,,IV,,
L0695,no,2no'1,III,54,2,45,n,,o,,,',I,,
L0696,chwi,1chwi2,VII,9,1,9,ch,w,i,,,,II,,
L0697,tar,1tar'1,III,88,1,83,t,,a,r,,',I,,
L0698,gwon,1gwon4,V,58,1,56,g,w,o,,n,,IV,,
L0699,be,2be2,I,35,2,31,b,,e,,,,II,,
L0700,jar,2jar3,VII,87,2,74,j,,a,r,,,III,,
L0701,lhu,1lhu'4,IX,7,1,7,lh,,u,,,',IV,,
L0702,to,1to'4,III,55,1,53,t,,o,,,',IV,,
L0703,dzi,2dzi'4,VI,14,2,12,dz,,i,,,',IV,,
L0704,my,2my'4,I,33,2,29,m,,y,,,',IV,,
L0705,ze,1zeq4,IX,64,1,61,z,,e,q,,,IV,,
L0706,vi,2vi1,II,8,2,7,v,,i,,,,I,,
L0707,chew,1chew3,VII,46,1,45,ch,,e,,w,,III,,
L0708,mir,2mir1,I,82,2,71,m,,i,r,,,I,,
L0709,u,2u3,VIII,2,2,2,Ø,,u,,,,III,,Grade III Ø-!
L0710,du,2du2,III,4,2,4,d,,u,,,,II,,
L0711,thwo,1thwo1,III,51,1,49,th,w,o,,,,I,,
L0712,du,2du2,III,4,2,4,d,,u,,,,II,,
L0713,ny,1ny3,IV,30,1,29,n,,y,,,,III,,
L0714,chew,1chew2,VII,45,1,44,ch,,e,,w,,II,,
L0715,pen,1penq4,I,65,1,62,p,,e,q,n,,IV,,
L0716,shi,1shi'3,VII,14,1,14,sh,,i,,,',III,,
L0717,tshi,2tshi4,VI,11,2,10,tsh,,i,,,,IV,,
L0718,si,1si4,VI,11,1,11,s,,i,,,,IV,,
L0719,wy,1wy4,VIII,30,1,29,Ø,w,y,,,,IV,,
L0720,mi,2mi'4,I,14,2,12,m,,i,,,',IV,,
L0721,lhi,2lhiq4,IX,70,2,60,lh,,i,q,,,IV,,
L0722,dzwy,1dzwyq4,VI,72,1,69,dz,w,y,q,,,IV,,
L0723,lwen,1lwen1,IX,41,1,40,l,w,e,,n,,I,,
L0724,ny,2ny4,III,31,2,28,n,,y,,,,IV,,
L0725,dwu,1dwu4,III,3,1,3,d,w,u,,,,IV,,
L0726,di,1diq4,III,70,1,67,d,,i,q,,,IV,,
L0727,lu,2lu3,IX,2,2,2,l,,u,,,,III,,
L0728,ha,2ha1,VIII,17,2,14,h,,a,,,,I,,
L0729,lho,1lho'1,IX,54,1,52,lh,,o,,,',I,,
L0730,mu,1mu2,I,4,1,4,m,,u,,,,II,,
L0731,lu,2lu3,IX,2,2,2,l,,u,,,,III,,
L0732,lhwa,1lhwaq4,IX,67,1,64,lh,w,a,q,,,IV,,
L0733,ny,1nyq4,III,72,1,69,n,,y,q,,,IV,,
L0734,mo,2mo1,I,51,2,42,m,,o,,,,I,,
L0735,je,2je4,VII,36,2,32,j,,e,,,,IV,,
L0736,lu,2luq3,IX,62,2,52,l,,u,q,,,III,,
L0737,chhen,1chhen3,VII,43,1,42,chh,,e,,n,,III,,
L0738,da,2da1,III,17,2,14,d,,a,,,,I,,
L0739,tewr,1tewr1,III,93,1,87,t,,e,r,w,,I,,
L0740,be,1be'4,I,40,1,39,b,,e,,,',IV,,
L0741,chhew,1chhew3,VII,46,1,45,chh,,e,,w,,III,,
L0742,je,1jeq2,VII,63,1,60,j,,e,q,,,II,,
L0743,shu,2shu3,VII,2,2,2,sh,,u,,,,III,,
L0744,bon,2bon1,I,56,2,47,b,,o,,n,,I,,
L0745,ve,2ve3,II,36,2,32,v,,e,,,,III,,
L0746,gon,2gon4,V,58,2,49,g,,o,,n,,IV,,
L0747,ma,2ma'4,I,24,2,21,m,,a,,,',IV,,
L0748,py,1py4,I,31,1,30,p,,y,,,,IV,,
L0749,phi,1phi4,I,11,1,11,ph,,i,,,,IV,,
L0750,gi,1gi'4,V,14,1,14,g,,i,,,',IV,,
L0751,shyr,1shyr2,VII,91,1,85,sh,,y,r,,,II,,
L0752,cha,1cha3,VII,19,1,19,ch,,a,,,,III,,
L0753,ve,2ve3,II,36,2,32,v,,e,,,,III,,
L0754,ky,1ky1,V,28,1,27,k,,y,,,,I,,
L0755,ly,1ly'3,IX,33,1,32,l,,y,,,',III,,
L0756,ju,2ju3,VII,2,2,2,j,,u,,,,III,,
L0757,ba,2baq1,I,66,2,56,b,,a,q,,,I,,
L0758,za,1za1,IX,17,1,17,z,,a,,,,I,,
L0759,lhi,1lhi1,IX,8,1,8,lh,,i,,,,I,,
L0760,dzen,2dzen4,VI,43,2,37,dz,,e,,n,,IV,,
L0761,ga,2ga'4,V,24,2,21,g,,a,,,',IV,,
L0762,je,2je2,VII,35,2,31,j,,e,,,,II,,
L0763,lhen,1lhen4,IX,43,1,42,lh,,e,,n,,IV,,
L0764,rer,1rer4,IX,79,1,74,r,,e,r,,,IV,,
L0765,khy,2khy'4,V,33,2,29,kh,,y,,,',IV,,
L0766,chwen,1chwen2,VII,42,1,41,ch,w,e,,n,,II,,
L0767,du,2du'1,III,5,2,5,d,,u,,,',I,,
L0768,?,0???,IX,?,0,?,?,,?,,,,?,,
L0769,lwe,1lwe4,IX,37,1,36,l,w,e,,,,IV,,Grade IV l-!
L0770,kwe,2kwe2,V,35,2,31,k,w,e,,,,II,,
L0771,phe,1phe4,I,37,1,36,ph,,e,,,,IV,,
L0772,lhew,2lhew'1,IX,48,2,41,lh,,e,,w,',I,,
L0773,bu,2bu'4,I,7,2,6,b,,u,,,',IV,,
L0774,a,0a1,VIII,17,0,?,Ø,,a,,,,I,,Sanskrit oṃ
L0775,gu,1gu'4,V,7,1,7,g,,u,,,',IV,,
L0776,pa,2pa1,I,17,2,14,p,,a,,,,I,,
L0777,shwe,1shwe2,VII,35,1,34,sh,w,e,,,,II,,
L0778,sho,2sho2,VII,52,2,43,sh,,o,,,,II,,
L0779,lhwe,1lhwe3,IX,36,1,35,lh,w,e,,,,III,,Grade III lh-!
L0780,se,1se4,VI,37,1,36,s,,e,,,,IV,,
L0781,me,2me4,I,37,2,33,m,,e,,,,IV,,
L0782,chhe,1chhe3,VII,36,1,35,chh,,e,,,,III,,
L0783,khwy,1khwy1,V,28,1,27,kh,w,y,,,,I,,
L0784,ner,1ner4,III,79,1,74,n,,e,r,,,IV,,
L0785,bu,2bu3,I,2,2,2,b,,u,,,,III,,
L0786,thwo,1thwo1,III,51,1,49,th,w,o,,,,I,,
L0787,kan,1kan1,V,25,1,24,k,,a,,n,,I,,
L0788,me,2me4,I,37,2,33,m,,e,,,,IV,,
L0789,ghu,2ghu2,VIII,4,2,4,gh,,u,,,,II,,
L0790,nga,2ngaq1,V,66,2,56,ng,,a,q,,,I,,
L0791,la,1laq3,IX,67,1,64,l,,a,q,,,III,,
L0792,thy,1thy4,III,31,1,30,th,,y,,,,IV,,
